track_id,album,artist,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,favorite
45S5WTQEGOB1VHr1Q4FuPl,Fine Line,Harry Styles,0,0.0714,9.11e-06,0.00304,0.0,0.0345,-7.542,0.0254,60.479,0
0v1x6rN6JHRapa03JElljE,Dynamite,BTS,0,0.0718,9.25e-06,0.0031,0.0,0.0346,-7.542,0.0254,60.659,0
47EiUVwUp4C9fGccaPuUCS,DÁKITI,Bad Bunny,0,0.0725,9.44e-06,0.0031,0.0,0.0346,-7.542,0.0254,60.678,0
7FGdjbZ32vMybPuP0IuE7d,Shiesty Season,Pooh Shiesty,0,0.0727,9.59e-06,0.00314,0.0,0.0348,-7.542,0.0255,60.857,0
65OVbaJR5O1RmwOQx0875b,Scary Hours 2,Drake,0,0.0727,9.91e-06,0.00321,0.0,0.0348,-7.542,0.0255,60.956,0
6toQdWWc4noiOk3Eo5mVDS,Beat Box 3 (feat. DaBaby),SpotemGottem,0,0.0734,1.01e-05,0.00324,0.0,0.0349,-7.542,0.0255,60.975,0
5Kskr9LcNYa0tpt5f0ZEJx,Calling My Phone,Lil Tjay,0,0.0735,1.04e-05,0.00325,0.0,0.0349,-7.542,0.0256,61.058,0
3aQem4jVGdhtg116TmJnHz,Scary Hours 2,Drake,0,0.0736,1.05e-05,0.00336,0.0,0.035,-7.542,0.0256,61.101,0
4Iedi94TIaB2GGb1nMB68v,On Me,Lil Baby,0,0.0742,1.06e-05,0.00337,0.0,0.0351,-7.542,0.0256,61.118,0
7JuHVG3qQKQKxC4doneXVW,Back In Blood (feat. Lil Durk),Pooh Shiesty,0,0.0746,1.06e-05,0.00338,0.0,0.0351,-7.542,0.0256,61.301,0
4FRW5Nza1Ym91BGV4nFWXI,Scary Hours 2,Drake,0,0.0746,1.09e-05,0.00346,0.0,0.0356,-7.542,0.0257,61.354,0
5Zkvb4Wz9HJtHjWnxXQDlX,Heartless (Live From LA),Roddy Ricch,0,0.0751,1.11e-05,0.00347,0.0,0.0357,-7.542,0.0257,61.396,0
45kgqMRkC29qjBlzeaJcad,Street Runner,Rod Wave,0,0.0754,1.13e-05,0.00348,0.0,0.0359,-7.542,0.0257,61.425,0
1xqRKo0SDFDO5Jy8yEVD0X,ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,0,0.0754,1.15e-05,0.00357,0.0,0.036,-7.542,0.0257,61.449,0
7eX3um6NpOQKWJMGCi97XD,Real As It Gets (feat. EST Gee),Lil Baby,0,0.0755,1.17e-05,0.00357,0.0,0.0362,-7.542,0.0258,61.483,0
59fFsGRwFiuhxKDPc1k6xW,Opp Stoppa (feat. 21 Savage),YBN Nahmir,0,0.0757,1.17e-05,0.0036,0.0,0.0363,-7.542,0.0258,61.642,0
6rLi6PyWXu1rPlShuIZpj6,Way Out (feat. Big Sean),Jack Harlow,0,0.0761,1.17e-05,0.0036,0.0,0.0365,-7.542,0.0258,61.657,0
7o4gBbTM6UBLkOYPw9xMCz,Moonwalking in Calabasas (feat. Blueface) [Remix],DDG,0,0.0761,1.18e-05,0.00363,0.0,0.0365,-7.542,0.0258,61.726,0
2r6OAV3WsYtXuXjvJ1lIDi,Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,0,0.0761,1.2e-05,0.00373,0.0,0.0366,-7.542,0.0258,61.739,0
43BlKpJcSrC9AsJ3F1DKg9,The Voice,Lil Durk,0,0.0764,1.26e-05,0.00377,0.0,0.0367,-7.542,0.0258,61.794,0
2bo0HCDcZj8BYjoht9zYgk,Time Today,Moneybagg Yo,0,0.0765,1.27e-05,0.00383,0.0,0.0367,-7.542,0.0259,61.963,0
5SWnsxjhdcEDc7LJjq9UHk,SAVAGE MODE II,21 Savage,0,0.077,1.28e-05,0.00383,0.0,0.0367,-7.542,0.0259,61.98,0
26UxwWl9xCb83OynXELJcL,Masterpiece,DaBaby,0,0.0774,1.29e-05,0.00385,0.0,0.037,-7.542,0.0259,61.985,0
6aKDdFwPJLgHT4aNktrQmb,Take It To Trial (feat. Yak Gotti),Young Stoner Life,0,0.0776,1.32e-05,0.00391,0.0,0.0371,-7.542,0.0259,62.225,0
6bCWyr3C3ngZdwizTYWQTG,Onna Come Up (feat. G Herbo) [Remix],Lil Eazzyy,0,0.0776,1.33e-05,0.00398,0.0,0.0371,-7.542,0.0259,62.245,0
17vGPZ5EsdvtgAOCD4FLWI,AP (Music from the film Boogie),Pop Smoke,0,0.078,1.33e-05,0.00398,0.0,0.0374,-7.542,0.0259,62.343,0
4DuUwzP4ALMqpquHU0ltAB,Tyler Herro,Jack Harlow,0,0.0782,1.33e-05,0.00399,0.0,0.0375,-7.542,0.0259,62.51,0
33HO2V42Tc6xE0SbCg6vBj,Quicksand,Morray,0,0.0783,1.37e-05,0.00401,0.0,0.0375,-7.542,0.0259,62.564,0
6eVxH9Kyanzrw636zJRPcw,Errbody,Lil Baby,0,0.0783,1.37e-05,0.00403,0.0,0.0375,-7.542,0.026,62.572,0
15bnyEOUVRkwWlxR4F7xzF,The Voice (Deluxe),Lil Durk,0,0.0785,1.4e-05,0.00407,0.0,0.0375,-7.542,0.026,62.631,0
6jzW19SQaLj1kLArvipGQZ,So Help Me God!,2 Chainz,0,0.0786,1.41e-05,0.00411,0.0,0.0377,-7.542,0.026,62.68,0
7AqcPbvxOIIN6NMXlG30Sw,Judas and the Black Messiah: The Inspired Album,Judas and the Black Messiah,0,0.0797,1.43e-05,0.00421,0.0,0.0377,-7.542,0.026,62.735,0
5vGLcdRuSbUhD8ScwsGSdA,Whoopty,CJ,0,0.0798,1.52e-05,0.00439,0.0,0.0378,-7.542,0.026,62.85,0
1A8990rtwHQ417l3yADe5t,GNF (OKOKOK),Polo G,0,0.0799,1.52e-05,0.00447,0.0,0.0381,-7.542,0.026,62.876,0
2xlOJSbScxrHHOmlNmILpD,Shiesty Season,Pooh Shiesty,0,0.0803,1.57e-05,0.00453,0.0,0.0382,-7.542,0.0261,62.904,0
3PXi72ZtSqx1PZc40KS0Qj,Beautiful Havoc,$NOT,0,0.0807,1.64e-05,0.00456,0.0,0.0382,-7.542,0.0261,62.914,0
15C4TnrrVdym7UykxQIOTZ,Throat Baby (Go Baby) (with DaBaby & City Girls) [Remix],BRS Kash,0,0.0807,1.67e-05,0.00461,0.0,0.0383,-7.542,0.0261,62.948,0
1XXimziG1uhM0eDNCZCrUl,Up,Cardi B,0,0.0811,1.71e-05,0.00461,0.0,0.0383,-7.542,0.0261,62.969,0
2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),Saweetie,0,0.0811,1.77e-05,0.00461,0.0,0.0383,-7.542,0.0261,63.006,0
1qPJqsojWPApzEuSVoFawJ,Rose Gold (feat. King Von),PnB Rock,0,0.0813,1.78e-05,0.00475,0.0,0.0385,-7.542,0.0261,63.02,0
7E2C5rBLpCKwQlhJPVFBRS,You’re Mines Still (feat. Drake),Yung Bleu,0,0.0814,1.82e-05,0.00485,0.0,0.0386,-7.542,0.0262,63.033,0
43CIWpJaJHRcI4mUSjqgc2,Bad Boy (with Young Thug),Juice WRLD,0,0.0817,1.85e-05,0.00486,0.0,0.0387,-7.542,0.0262,63.07,0
5CFJRZRq6sdKKtRwNPWbYv,Man On The Moon III: The Chosen,Kid Cudi,0,0.0818,1.85e-05,0.00489,0.0,0.0389,-7.542,0.0262,63.074,0
6MHwbVY6LkFvmEnUla0Hzj,Toxic Punk,YoungBoy Never Broke Again,0,0.0819,1.94e-05,0.00493,0.0,0.039,-7.542,0.0262,63.115,0
5hChuUMe5iHfjkXgzj1D4b,Track Star,Mooski,0,0.082,2.01e-05,0.00501,0.0,0.0391,-7.542,0.0262,63.208,0
1rICTKr67UUnoDVvOj4A8c,Thugged Out (feat. Kodak Black),YNW Melly,0,0.0821,2.03e-05,0.00501,0.0,0.0391,-7.542,0.0262,63.252,0
3Kwdm0iLyEiRB8InsZoo6n,The Truth Hurts,Drakeo the Ruler,0,0.0831,2.04e-05,0.00501,0.0,0.0392,-7.542,0.0262,63.323,0
1dIWPXMX4kRHj6Dt2DStUQ,No Love Lost (Deluxe),Blxst,0,0.0833,2.07e-05,0.00517,0.0,0.0393,-7.542,0.0262,63.431,0
4aarlAfLKVCTxUDNgbwhjH,Good News,Megan Thee Stallion,0,0.0838,2.14e-05,0.00523,0.0,0.0394,-7.542,0.0262,63.47,0
2Y3USTCETS4xbjJOzT1Icm,Adderall (Corvette Corvette) [Remix],Popp Hunna,0,0.084,2.14e-05,0.00525,0.0,0.0395,-7.542,0.0262,63.506,0
5A4WcRuy0FFEAC5pAK43oa,No More Parties (Remix),Coi Leray,0,0.0844,2.17e-05,0.00526,0.0,0.0395,-7.542,0.0262,63.586,0
78xj07VVFK5uHTaGPIu13S,Buss It,Erica Banks,0,0.0845,2.3e-05,0.00527,0.0,0.0396,-7.542,0.0263,63.62,0
1xMvdOFQaql3EBkHmuh2TK,Batman,LPB Poody,0,0.0845,2.3e-05,0.00536,0.0,0.0396,-7.542,0.0263,63.643,0
4W32h2bSybAaTs8YQafHBY,Leave Some Day (Muney Mix),Kevo Muney,0,0.085,2.31e-05,0.0054,0.0,0.0396,-7.542,0.0263,63.888,0
14JFKtBSqefxfMiKhq6JT8,Almost Maybes,Jordan Davis,0,0.0857,2.4e-05,0.00541,0.0,0.0397,-7.542,0.0263,63.972,0
7eQEnXy5vNjPv6aXVl6N26,It's About Time (feat. Florida Georgia Line),Russell Dickerson,0,0.0859,2.4e-05,0.00549,0.0,0.0397,-7.542,0.0263,63.996,0
24LyKCgvEia1eAPUbuISlk,Dirt Road,Kidd G,0,0.0861,2.41e-05,0.00549,0.0,0.04,-7.542,0.0263,64.005,0
5PAvFGse5jjDH9ke8Mae7D,Just the Way,Parmalee,0,0.0862,2.42e-05,0.00558,0.0,0.0402,-7.542,0.0263,64.01,0
16ayXVtAftZYobyrNsZUQv,Another,Adam Doleac,0,0.0864,2.42e-05,0.00563,0.0,0.0403,-7.542,0.0263,64.028,0
4QpWhd7l2NrmGmfw4qGlpa,Next Girl,Carly Pearce,0,0.0865,2.42e-05,0.00564,0.0,0.0403,-7.542,0.0263,64.035,0
7BQE1P0NUalHSvFtrxasx9,Memory I Don't Mess With,Lee Brice,0,0.0865,2.44e-05,0.00566,0.0,0.0405,-7.542,0.0264,64.061,0
1kBx9VGumfuvlfqdlAGorE,Hell Of A View,Eric Church,0,0.0867,2.55e-05,0.00572,0.0,0.0405,-7.542,0.0264,64.072,0
2DINVEELpI3ibUW2EzeDs7,Undivided,Tim McGraw,0,0.0871,2.55e-05,0.00577,0.0,0.0408,-7.542,0.0265,64.079,0
59SoAaZ8tWxL5OBkWOG6aN,Under My Skin,Nate Smith,0,0.0871,2.62e-05,0.00579,0.0,0.0408,-7.542,0.0265,64.116,0
3hLuHKzG1cmlRpq53ZVWd8,Goldmine,Gabby Barrett,0,0.0886,2.64e-05,0.00585,0.0,0.0409,-7.542,0.0265,64.12,0
3M4rxsJSUvKPjGy5yMeQ5j,Country Again (Side A),Thomas Rhett,0,0.0889,2.66e-05,0.00591,0.0,0.041,-7.542,0.0265,64.156,0
7D1iGhQakEW8oFCfWBlRek,Bucket List,Mitchell Tenpenny,0,0.0892,2.67e-05,0.00592,0.0,0.0411,-7.542,0.0265,64.172,0
62SvLj5dBDI9Ee3eBA0BxL,"Love, Heartbreak, & Everything in Between",Tenille Arts,0,0.0894,2.73e-05,0.00594,0.0,0.0411,-7.542,0.0265,64.233,0
5xMxyWRoe37nUlHDk72cSW,Life Rolls On,Florida Georgia Line,0,0.0905,2.74e-05,0.00596,0.0,0.0411,-7.542,0.0265,64.258,0
4bQZKz3ski6U9wSEuVbRxV,Talk About,Seaforth,0,0.0906,2.74e-05,0.00603,0.0,0.0411,-7.542,0.0265,64.276,0
53bZYxVbCYm6w1Gx8U64bz,Wildcard,Miranda Lambert,0,0.0908,2.77e-05,0.00611,0.0,0.0412,-7.542,0.0266,64.323,0
7cwKO3SvjCpTyLiIWfnxpx,Redneck Hollywood,Lainey Wilson,0,0.0908,2.78e-05,0.00611,0.0,0.0415,-7.542,0.0266,64.336,0
7Cw3yXDA8Uui37SI5FFaA7,What's Your Country Song,Thomas Rhett,0,0.091,2.82e-05,0.00619,0.0,0.0416,-7.542,0.0266,64.481,0
0h6qJZXkVGNUIoM4q8CrFH,Why Should We,CHASE WRIGHT,0,0.0913,2.84e-05,0.0062,0.0,0.0416,-7.542,0.0266,64.526,0
6Hr1oAF1r1YsgBb8QEi545,Compassion,Brittney Spencer,0,0.0916,2.84e-05,0.00622,0.0,0.0416,-7.542,0.0266,64.53,0
3TNSVsiFngfe68UJpMq1oS,Starting Over,Chris Stapleton,0,0.092,2.96e-05,0.00626,0.0,0.0416,-7.542,0.0266,64.599,0
0x5aqRejnsR6kiMq0ficsp,How Many Times,Kat & Alex,0,0.0921,3e-05,0.00626,0.0,0.0416,-7.542,0.0266,64.6,0
7r4QGA98fNi3iPxc7umIjt,Just About Over You (Radio Edit),Priscilla Block,0,0.0924,3e-05,0.00627,0.0,0.0418,-7.542,0.0266,64.657,0
72xDxwWk5h3XfGXcCWJASo,6-Pack,Florida Georgia Line,0,0.0924,3.04e-05,0.00632,0.0,0.0418,-7.542,0.0266,64.748,0
7mDZ2NdYOeKFcz2zGnKBwU,Gone Too Soon,Andrew Jannakos,0,0.0925,3.04e-05,0.00643,0.0,0.042,-7.542,0.0266,64.889,0
5NUXE8W12lWcUXgJRCjeEw,One Too Many,Keith Urban,0,0.093,3.07e-05,0.00654,0.0,0.0421,-7.542,0.0266,64.893,0
4iK2zz811mSOLZqLGgII16,DIRT BOY Vol. 1 - EP,Drew Green,0,0.093,3.07e-05,0.00664,0.0,0.0421,-7.542,0.0266,64.907,0
4q6L3Ca4YuLHWg8YZqfMvE,Long Haul,Ian Munsick,0,0.0931,3.12e-05,0.00681,0.0,0.0422,-7.542,0.0266,64.94,0
77Bt2DXJE1R1qsnm4D10Ox,Breakups,Seaforth,0,0.0932,3.15e-05,0.00701,0.0,0.0424,-7.542,0.0266,64.947,0
27SEGAFBjr1CsjLcUu0Z4f,Right Now,Willie Jones,0,0.0938,3.22e-05,0.00703,0.0,0.0426,-7.542,0.0267,64.954,0
4ijajhHtBsOn91S4dgkhu7,Minimum Wage,Blake Shelton,0,0.0941,3.22e-05,0.00721,0.0,0.0426,-7.542,0.0267,64.987,0
1OTX8FOeKJt1v9mIxuF8sc,Long Live,Florida Georgia Line,0,0.0951,3.22e-05,0.00731,0.0,0.0426,-7.542,0.0267,64.989,0
355tAo2nEqL74FFvTlwXAR,Finally,Halle Kearns,0,0.0954,3.24e-05,0.00732,0.0,0.0427,-7.542,0.0267,65.017,0
4FEGLKYIfTEatQtfGLGxlu,Between You & Me,Roman Alexander,0,0.0955,3.27e-05,0.00732,0.0,0.0428,-7.542,0.0267,65.047,0
3oYzZC4WuE9Ymqcp91cGzk,Town Home,Austin Burke,0,0.0958,3.28e-05,0.00735,0.0,0.0428,-7.542,0.0267,65.07,0
7KRcMPOGQA0WOw0T8qeXD7,Country Again (Side A),Thomas Rhett,0,0.096,3.28e-05,0.00737,0.0,0.0429,-7.542,0.0267,65.072,0
1ZIKpMTRPqhwAoVXWY3tXI,Chasing After You (with Maren Morris),Ryan Hurd,0,0.0961,3.28e-05,0.00742,0.0,0.0429,-7.542,0.0267,65.079,0
1LtiNpTzzSX8qcvlPFLmeR,State I'm In,Filmore,0,0.0963,3.31e-05,0.00743,0.0,0.043,-7.542,0.0267,65.094,0
51FVpJr3WL7vvdfCa7j2jr,Tullahoma,Dustin Lynch,0,0.0963,3.31e-05,0.00745,0.0,0.0431,-7.542,0.0267,65.094,0
2UikqkwBv7aIvlixeVXHWt,Starting Over,Chris Stapleton,0,0.0963,3.33e-05,0.00746,0.0,0.0431,-7.542,0.0268,65.169,0
1irAliF0T8sLIOPJp6n7rU,Single Saturday Night,Cole Swindell,0,0.0965,3.35e-05,0.00747,0.0,0.0432,-7.542,0.0268,65.176,0
0QULNNd9z5s35entfiiXoa,Drunk (And I Don't Wanna Go Home),Elle King,0,0.0972,3.35e-05,0.0075,0.0,0.0432,-7.542,0.0268,65.177,0
1UYfAU2bwgjaM5rIIPQleC,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),Chase Rice,0,0.0976,3.38e-05,0.00759,0.0,0.0435,-7.542,0.0268,65.18,0
4iXDn9pu5Q9sxv45vE8Lak,Famous Friends,Chris Young,0,0.0983,3.39e-05,0.0076,0.0,0.0435,-7.542,0.0268,65.203,0
472vIK1ldetTxRxG3ovaiY,Glad You Exist,Dan + Shay,0,0.0983,3.4e-05,0.00766,0.0,0.0435,-7.542,0.0268,65.237,0
2UBvtKeetnXn6lMnsBUrZz,Burn 'Em All,Kameron Marlowe,0,0.0985,3.44e-05,0.00767,0.0,0.0436,-7.542,0.0268,65.271,0
3ySLzrN7950dpf1ncttONO,Lady,Brett Young,0,0.0987,3.45e-05,0.00769,0.0,0.0436,-7.542,0.0268,65.279,0
4wrKruoaRzt3TtdzJ9uR0F,That Ain't Me No More,Matt Stell,0,0.0991,3.51e-05,0.0077,0.0,0.0437,-7.542,0.0269,65.342,0
7IhfjcaXuXCq20ZiAA7igK,Gone,Dierks Bentley,0,0.0991,3.52e-05,0.00775,0.0,0.0438,-7.542,0.0269,65.426,0
36CiGk9oRdwTnBDMgKEfjl,Revelación - EP,Selena Gomez,0,0.0992,3.56e-05,0.00786,0.0,0.0438,-7.542,0.0269,65.45,0
2XIc1pqjXV3Cr2BQUGNBck,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,0,0.0994,3.73e-05,0.00792,0.0,0.044,-7.542,0.0269,65.525,0
5Km4r87BoX2qqtoprYS1gh,LOCATION,KAROL G,0,0.0995,3.74e-05,0.00792,0.0,0.0441,-7.542,0.0269,65.567,0
6tDDoYIxWvMLTdKpjFkc1B,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,0,0.0998,3.83e-05,0.00794,0.0,0.0443,-7.542,0.0269,65.588,0
1xK1Gg9SxG8fy2Ya373oqb,Bandido,Myke Towers,0,0.102,3.95e-05,0.008,0.0,0.0443,-7.542,0.0269,65.598,0
3VvA1wSxukMLsvXoXtlwWx,Más Negro Que Rojo,Boza,0,0.102,3.95e-05,0.00808,0.0,0.0443,-7.542,0.0269,65.602,0
2dl5K2ScW7jYhAhuem06cm,PROBLEMA,Daddy Yankee,0,0.102,4.02e-05,0.00809,0.0,0.0443,-7.542,0.0269,65.602,0
70uX4beGHc1nQikXveOknp,Mala Costumbre,Manuel Turizo,0,0.103,4.04e-05,0.00811,0.0,0.0443,-7.542,0.0269,65.614,0
1LXb70u8SLsvBAPWHMCTMe,Machu Picchu,Camilo,0,0.103,4.11e-05,0.00815,0.0,0.0446,-7.542,0.0269,65.62,0
1mauYRwbpoGQX6itP2FAJC,Fan de Tus Fotos,Nicky Jam,0,0.103,4.11e-05,0.00821,0.0,0.0446,-7.542,0.0269,65.641,0
6wwT3PgG3eFuKCpxzjMJFs,Rotate,Becky G,0,0.103,4.13e-05,0.00827,0.0,0.0448,-7.542,0.0269,65.659,0
2TksvaRivgAEj780DgRB73,911,Sech,0,0.103,4.15e-05,0.0084,0.0,0.045,-7.542,0.0269,65.668,0
2mM3gZ0BbPwPPMelbA8vgt,No Te Enamores (Remix),Milly,0,0.103,4.23e-05,0.00842,0.0,0.0451,-7.542,0.0269,65.761,0
5YYW3yRktprLRr47WK219Y,Ella No Es Tuya (Remix),Rochy RD,0,0.103,4.32e-05,0.00843,0.0,0.0453,-7.542,0.0269,65.77,0
0D75ciM842cdUMKSMfAR9y,Baila Conmigo (with Rauw Alejandro),Selena Gomez,0,0.103,4.45e-05,0.00845,0.0,0.0454,-7.542,0.027,65.855,0
41BzKiCrKpUQHS3TP0jmdr,#7DJ (7 Días En Jamaica),Maluma,0,0.104,4.63e-05,0.00864,0.0,0.0456,-7.542,0.027,65.879,0
73O30uMI7n6DuzBmbtO7kC,Los Dioses,Anuel AA,0,0.105,4.67e-05,0.00875,0.0,0.0459,-7.542,0.027,65.946,0
